"OriginalProjectPath","RelativePath","Length","CreationTimeUtc","LastWriteTimeUtc","LastAccessTimeUtc","Attributes","Sha256","ArchiveAction","ArchiveReason","ArchiveRelativePath"
"C++","Shamir_Secret\Shamir_Secret\Main.py","912","2021-03-15T17:11:26.0797302Z","2019-06-11T18:45:04.0000000Z","2026-07-14T07:16:24.6987365Z","533536","7da7cd7c819d8b146d69e70c6b670ba525cb8ee3f103d5647dcb46def00af5db","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Main.py"
"C++","Shamir_Secret\Shamir_Secret\Pair.h","302","2021-03-15T17:11:26.0797302Z","2019-06-09T13:43:23.0000000Z","2026-07-14T07:16:24.7087376Z","533536","d693ebddacc34b908a1c4dd44e2737a6aeb29064483fe36e7df8d762b19a41d6","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Pair.h"
"C++","Shamir_Secret\Shamir_Secret\pch.h","548","2021-03-15T17:11:26.0797302Z","2019-06-01T22:25:28.0000000Z","2026-07-14T07:16:24.7191294Z","533536","e3161d35dd2ed0fb1d11c10123ab2007ee2074d5ef4d44afc35fba801c6434d4","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\pch.h"
"C++","Shamir_Secret\Shamir_Secret\Polynom.cpp","42","2021-03-15T17:11:26.0641069Z","2019-01-10T14:57:54.0000000Z","2026-07-14T07:16:24.7305580Z","533536","e8d5028007f8324eed002c97560c87c0b727b140f2e4a1a80189069d89dda043","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Polynom.cpp"
"C++","Shamir_Secret\Shamir_Secret\Polynom.h","11185","2021-03-15T17:11:26.0641069Z","2019-06-09T13:45:19.0000000Z","2026-07-14T07:16:24.7412889Z","533536","008adcd685d8e0ee6b6ee5cacd13c06d3235bb5ed5a696b127a49b432a0e13eb","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Polynom.h"
"C++","Shamir_Secret\Shamir_Secret\Shamir_Secret.cpp","5284","2021-03-15T17:11:26.0641069Z","2019-06-11T19:05:37.0000000Z","2026-07-14T07:16:24.7522210Z","533536","2635e76f0dcad6b58a9c888fcedfbe1f855adf0993c2f8833b654c1b2dfb25a4","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Shamir_Secret.cpp"
"C++","Shamir_Secret\Shamir_Secret\Shamir_Secret.vcxproj","7985","2021-03-15T17:11:26.0641069Z","2019-06-09T13:53:44.0000000Z","2026-07-14T07:16:24.7672199Z","533536","2dc991c5c5632fdf4794d1346d5ff084841aa90267c1c33e6c102cd5399d4350","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Shamir_Secret.vcxproj"
"C++","Shamir_Secret\Shamir_Secret\Shamir_Secret.vcxproj.filters","2048","2021-03-15T17:11:26.0641069Z","2019-06-09T13:53:44.0000000Z","2026-07-14T07:16:24.7792176Z","533536","4751bbedeac6d1afc06b66bd42b0f488551c3f562abc8d7ad4265019ee050063","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\Shamir_Secret.vcxproj.filters"
"C++","Shamir_Secret\Shamir_Secret\Shamir_Secret.vcxproj.user","168","2021-03-15T17:11:26.0484860Z","2019-06-01T15:21:11.0000000Z","2026-07-14T07:16:24.7892204Z","533536","c06a75b13f855a94d46616796e024c52b499f8f92cf00ccb571ddbc6ff574676","manifest-only","generated-file:.user",""
"C++","Shamir_Secret\Shamir_Secret\StrHelper.cpp","2462","2021-03-15T17:11:26.0484860Z","2019-05-26T09:52:03.0000000Z","2026-07-14T07:16:24.7902262Z","533536","747ba10ddfcd518845a2d7fbcf999ac10f3d1377683fdcb0107cc2d454afabfd","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\StrHelper.cpp"
"C++","Shamir_Secret\Shamir_Secret\StrHelper.h","3669","2021-03-15T17:11:26.0484860Z","2019-05-26T09:51:48.0000000Z","2026-07-14T07:16:24.8004199Z","533536","eb3e4d339fc5276238e277e407a5c3d3f2c087a70a7ede2dd93d4803b3f0d564","copied","tracked-original-file","projects\C++\Shamir_Secret\Shamir_Secret\StrHelper.h"
